759.82	0.10312	0.072813	0.09055
761.04	0.10167	0.071651	0.089429
762.25	0.10022	0.070492	0.088312
763.47	0.098786	0.069338	0.087201
764.69	0.097364	0.068196	0.086101
765.91	0.095957	0.067064	0.085013
767.12	0.094555	0.065934	0.083926
768.34	0.093163	0.06481	0.082847
769.56	0.091781	0.063693	0.081774
770.78	0.09041	0.062584	0.08071
772	0.089053	0.061486	0.079657
773.21	0.0877	0.060389	0.078605
774.43	0.086356	0.059299	0.07756
775.65	0.085016	0.05821	0.076516
776.87	0.08369	0.057132	0.075483
778.08	0.082393	0.056079	0.074476
779.3	0.080968	0.054905	0.073348
780.52	0.08	0.054154	0.072642
781.74	0.079656	0.05398	0.072514
782.95	0.079212	0.053712	0.072292
784.17	0.078764	0.053438	0.072064
785.39	0.078338	0.053184	0.071855
786.61	0.077907	0.052924	0.071641
787.82	0.077482	0.052668	0.07143
789.04	0.07706	0.052414	0.071222
790.26	0.076641	0.052161	0.071014
791.48	0.076225	0.051911	0.070809
792.69	0.075812	0.051662	0.070605
793.91	0.075402	0.051414	0.070402
795.13	0.074995	0.051168	0.0702
796.35	0.074589	0.050924	0.069999
797.56	0.074186	0.05068	0.0698
798.78	0.073785	0.050438	0.069601
800	0.073387	0.050197	0.069402
